base_year,adm_dr_cd,adm_dr_nm,sigungu_nm,sido_nm,sido_nm_1,sigungu__1,sido_nm_12,sigungu__3,Included,Predicted,StdError
2018,3238031,남면,32380,32,강원도,양구군,강원,양구군,Yes,0.0,0.00296929621
2018,3238032,동면,32380,32,강원도,양구군,강원,양구군,Yes,1.312046e-05,0.00336804216
2018,3238033,방산면,32380,32,강원도,양구군,강원,양구군,Yes,0.0,0.0030351591
2018,3238034,해안면,32380,32,강원도,양구군,강원,양구군,Yes,0.0003706788,0.00579820028
2018,3239011,인제읍,32390,32,강원도,인제군,강원,인제군,Yes,0.0,0.00180055772
2018,3239031,남면,32390,32,강원도,인제군,강원,인제군,Yes,0.00033323094,0.0026595924
2018,3239032,북면,32390,32,강원도,인제군,강원,인제군,Yes,0.0,0.00222989955
2018,3239033,기린면,32390,32,강원도,인제군,강원,인제군,Yes,0.0,0.00262999575
2018,3239034,서화면,32390,32,강원도,인제군,강원,인제군,Yes,5.81467e-05,0.00252302326
2018,3239035,상남면,32390,32,강원도,인제군,강원,인제군,Yes,0.0,0.00278915753
2018,3240011,간성읍,32400,32,강원도,고성군,강원,고성군,Yes,0.0,0.00231832788
2018,3240012,거진읍,32400,32,강원도,고성군,강원,고성군,Yes,7.567899e-05,0.00344608267
2018,3240026,수동면,32400,32,강원도,고성군,강원,고성군,Yes,0.00016150011,0.00260012209
2018,3240031,현내면,32400,32,강원도,고성군,강원,고성군,Yes,0.00068588857,0.00576569432
2018,3240032,죽왕면,32400,32,강원도,고성군,강원,고성군,Yes,0.00067434614,0.00578758518
2018,3240033,토성면,32400,32,강원도,고성군,강원,고성군,Yes,0.00021870063,0.0035808123
2018,3241011,양양읍,32410,32,강원도,양양군,강원,양양군,Yes,0.00026859224,0.00568837684
2018,3241031,서면,32410,32,강원도,양양군,강원,양양군,Yes,0.0,0.00227308959
2018,3241032,손양면,32410,32,강원도,양양군,강원,양양군,Yes,0.00031336601,0.00567630545
2018,3241033,현북면,32410,32,강원도,양양군,강원,양양군,Yes,2.980043e-05,0.00224006941
2018,3241034,현남면,32410,32,강원도,양양군,강원,양양군,Yes,0.00080686353,0.00360117316
2018,3241035,강현면,32410,32,강원도,양양군,강원,양양군,Yes,0.00048775782,0.00570214647
2018,3203034,강동면,32030,32,강원도,강릉시,강원,강릉시,Yes,0.00450018559,0.00358226477
